Id,Name,Account.Name,Account.CreatedDate,Account.CreatedBy.Name,Account.LastModifiedBy.Name,Account.LastModifiedDate,AccountId,StageName,Close_Stage_Main_Reason__c,CurrencyIsoCode,Revenue__c,Fee_Revenue__c,CreatedBy.Name,CreatedDate,LastModifiedBy.Name,LastModifiedDate
0065a0000140MwdAAE,Amex LGA 2.0 Entry Redesign,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Lost,,USD,20000,0,Data Migration AMPDS,2020-04-29T14:32:15.000+0000,Data Migration AMPDS,2022-05-24T09:09:41.000+0000
0065a00001408ZPAAY,Centurion Lounge Marketing Videos (Pass Through),American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Settled,,USD,8916,0,Data Migration AMPDS,2019-11-18T22:33:34.000+0000,Data Migration AMPDS,2022-05-22T21:08:31.000+0000
0065a00001408OTAAY,International Lounge Rebrand and Signage Uplift,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Settled,,USD,60000,0,Data Migration AMPDS,2021-06-10T17:36:22.000+0000,Data Migration AMPDS,2022-05-22T20:32:34.000+0000
0065a00001408yBAAQ,Shop Small Holiday Signage Assets and Postcard Design,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Proposal,,USD,8600,0,Data Migration AMPDS,2021-11-16T20:02:32.000+0000,Data Migration AMPDS,2022-05-22T20:56:12.000+0000
0065a00001408vDAAQ,Amex Digital Rendering seatle,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Proposal,,USD,15000,0,Data Migration AMPDS,2015-02-10T20:14:49.000+0000,Data Migration AMPDS,2022-05-22T20:53:18.000+0000
0065a00001408vCAAQ,2015 Retainer,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Proposal,,USD,500000,0,Data Migration AMPDS,2015-01-12T02:20:17.000+0000,Data Migration AMPDS,2022-05-22T20:53:18.000+0000
0065a00001408utAAA,2019 Retainer Q2,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Settled,,USD,285000,0,Data Migration AMPDS,2019-05-15T20:34:28.000+0000,Data Migration AMPDS,2022-05-22T20:52:58.000+0000
0065a00001408uOAAQ,Innovation Projects,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Lost,,USD,32000,0,Data Migration AMPDS,2021-09-10T19:35:43.000+0000,Data Migration AMPDS,2022-05-22T20:52:36.000+0000
0065a00001408uKAAQ,AMX168 GREWE Ongoing Services,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Proposal,,USD,32400,0,Data Migration AMPDS,2021-07-01T17:06:50.000+0000,Data Migration AMPDS,2022-05-22T20:52:32.000+0000
0065a0000140GIaAAM,Amex,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Settled,,USD,1,0,Data Migration AMPDS,2020-06-18T21:11:37.000+0000,Data Migration AMPDS,2022-05-24T11:07:25.000+0000
0065a0000140FpEAAU,American Express,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Target,,USD,0,0,Data Migration AMPDS,2021-04-05T13:54:59.000+0000,Data Migration AMPDS,2022-05-24T11:00:59.000+0000
0065a0000140E3mAAE,Staff Augmentation PHX,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Lost,,USD,0,0,Data Migration AMPDS,2021-08-11T18:39:05.000+0000,Data Migration AMPDS,2022-05-24T10:40:39.000+0000
0065a0000140E3wAAE,Decomm TRCN,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Lost,,USD,30000,0,Data Migration AMPDS,2020-08-13T18:37:51.000+0000,Data Migration AMPDS,2022-05-24T10:40:55.000+0000
0065a000014095mAAA,Carbon Visual Identity and Brand Collateral,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Proposal,,USD,115000,0,Data Migration AMPDS,2022-04-06T19:46:43.000+0000,Data Migration AMPDS,2022-05-22T21:05:15.000+0000
0065a0000140961AAA,AMEX 2022 Retainer,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Settled,,USD,1500000,0,Data Migration AMPDS,2021-12-16T16:07:56.000+0000,Data Migration AMPDS,2022-05-22T21:05:29.000+0000
0065a000014096tAAA,Centurion Lounge: 2019 Agency Partnership Additional Fees,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Settled,,USD,500000,0,Data Migration AMPDS,2019-05-15T20:51:20.000+0000,Data Migration AMPDS,2022-05-22T21:06:26.000+0000
0065a000014098aAAA,Corporate Facilities Guidelines 360,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Lost,,USD,85000,0,Data Migration AMPDS,2019-10-15T14:20:34.000+0000,Data Migration AMPDS,2022-05-22T21:08:17.000+0000
0065a000014098kAAA,7th Floor PBC Specification - Additional Renderings,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Settled,,USD,5000,0,Data Migration AMPDS,2019-11-11T21:54:42.000+0000,Data Migration AMPDS,2022-05-22T21:08:24.000+0000
0065a000014098lAAA,7th Floor PBC Specification - Renderings for Additional Spaces,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Settled,,USD,8000,0,Data Migration AMPDS,2019-11-11T21:56:21.000+0000,Data Migration AMPDS,2022-05-22T21:08:24.000+0000
0065a000014098uAAA,7th Floor PBC Stewardship,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Settled,,USD,2500,0,Data Migration AMPDS,2019-11-18T22:39:04.000+0000,Data Migration AMPDS,2022-05-22T21:08:31.000+0000
0065a00001408pQAAQ,AMEX TCL Lounge Post Card Design PH. 2,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Proposal,,USD,18000,0,Data Migration AMPDS,2021-11-02T15:01:22.000+0000,Data Migration AMPDS,2022-05-22T20:56:48.000+0000
0065a00001408qEAAQ,2016 Design Manual,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Target,,USD,360000,0,Data Migration AMPDS,2016-01-07T17:37:05.000+0000,Data Migration AMPDS,2022-05-22T20:53:21.000+0000
0065a00001408qFAAQ,AMEX Auditorium,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Lost,,USD,25000,0,Data Migration AMPDS,2016-01-25T15:58:01.000+0000,Data Migration AMPDS,2022-05-22T20:53:21.000+0000
0065a00001408qsAAA,2019 Retainer Q3 & Q4,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Settled,,USD,570000,0,Data Migration AMPDS,2019-07-02T20:09:27.000+0000,Data Migration AMPDS,2022-05-22T20:53:01.000+0000
0065a00001408qtAAA,Miscellaneous Signage Updates,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Settled,,USD,4800,0,Data Migration AMPDS,2020-10-07T14:37:20.000+0000,Data Migration AMPDS,2022-05-22T20:53:01.000+0000
0065a00001408r8AAA,TCL Lounge Postcard Design,American Express Company,2022-05-13T07:09:24.000+0000,Marco Huber,Data Migration AMPDS,2022-05-24T09:11:19.000+0000,0015a000032X0bIAAS,Settled,,USD,6000,0,Data Migration AMPDS,2021-06-10T17:52:52.000+0000,Data Migration AMPDS,2022-05-22T20:55:37.000+0000
0065a0000140Fv7AAE,ExteNet Systems-Frisco,"Extenet Systems, Incorporated",2022-05-05T21:16:38.000+0000,Christine Mills,Data Migration AMPDS,2022-05-23T22:15:38.000+0000,0015a000030tRSAAA2,Settled,,USD,46142,0,Data Migration AMPDS,2022-03-07T01:38:06.000+0000,Data Migration AMPDS,2022-05-24T11:02:22.000+0000
0065a0000140FPFAA2,ExteNet LEED/Fitwel,"Extenet Systems, Incorporated",2022-05-05T21:16:38.000+0000,Christine Mills,Data Migration AMPDS,2022-05-23T22:15:38.000+0000,0015a000030tRSAAA2,Lost,,USD,47500,0,Data Migration AMPDS,2021-11-16T22:00:57.000+0000,Data Migration AMPDS,2022-05-24T10:51:23.000+0000
0065a0000140HfIAAU,Extenet LEED,"Extenet Systems, Incorporated",2022-05-05T21:16:38.000+0000,Christine Mills,Data Migration AMPDS,2022-05-23T22:15:38.000+0000,0015a000030tRSAAA2,Proposal,,USD,77821,0,Data Migration AMPDS,2020-12-18T20:43:58.000+0000,Data Migration AMPDS,2022-05-24T11:23:38.000+0000
0065a0000140In2AAE,ExteNet TI San Ramon,"Extenet Systems, Incorporated",2022-05-05T21:16:38.000+0000,Christine Mills,Data Migration AMPDS,2022-05-23T22:15:38.000+0000,0015a000030tRSAAA2,Lost,,USD,68000,0,Data Migration AMPDS,2020-06-10T21:36:22.000+0000,Data Migration AMPDS,2022-05-24T11:44:45.000+0000
0065a0000140HnoAAE,Jensen Hughes Chicago,Jensen Hughes Engineering P.C.,2022-05-03T10:53:22.000+0000,Gemma Leigh,IDQ USER,2022-05-26T22:40:22.000+0000,0015a000030t53eAAA,Lost,,USD,48000,0,Data Migration AMPDS,2021-01-26T22:13:47.000+0000,Data Migration AMPDS,2022-05-24T11:25:48.000+0000
0065a0000140IHHAA2,Multifamily Value-Add,"CA Ventures, LLC",2022-05-02T09:04:17.000+0000,Catarina Amador,Data Migration AMPDS,2022-05-23T22:12:12.000+0000,0015a000030sx0kAAA,Lost,,USD,0,0,Data Migration AMPDS,2020-09-10T20:58:44.000+0000,Data Migration AMPDS,2022-05-24T11:35:01.000+0000
0065a0000140IfSAAU,CA Ventures Boise Student Housing,"CA Ventures, LLC",2022-05-02T09:04:17.000+0000,Catarina Amador,Data Migration AMPDS,2022-05-23T22:12:12.000+0000,0015a000030sx0kAAA,Target,,USD,1100000,0,Data Migration AMPDS,2022-03-18T05:02:28.000+0000,Data Migration AMPDS,2022-05-24T11:42:21.000+0000
0065a0000140E7DAAU,CA Ventures - San Diego,"CA Ventures, LLC",2022-05-02T09:04:17.000+0000,Catarina Amador,Data Migration AMPDS,2022-05-23T22:12:12.000+0000,0015a000030sx0kAAA,Target,,USD,5000000,0,Data Migration AMPDS,2022-03-22T21:57:51.000+0000,Data Migration AMPDS,2022-05-24T10:41:55.000+0000
0065a0000140HlsAAE,CA Ventures Multiple Developments,"CA Ventures, LLC",2022-05-02T09:04:17.000+0000,Catarina Amador,Data Migration AMPDS,2022-05-23T22:12:12.000+0000,0015a000030sx0kAAA,Target,,USD,100000,0,Data Migration AMPDS,2022-03-16T23:21:17.000+0000,Data Migration AMPDS,2022-05-24T11:25:20.000+0000
0065a0000140MnYAAU,MCM900 TF @4405 E Cotton Cente,Workspace Property Trust,2022-04-29T20:32:41.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-24T09:05:27.000+0000,0015a000032XhCgAAK,Settled,,USD,3731,0,Data Migration AMPDS,2022-04-29T20:33:13.000+0000,Data Migration AMPDS,2022-05-24T09:05:19.000+0000
0065a0000140E9xAAE,Senior living master plan,Casa De Las Campanas,2022-04-29T18:26:33.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T17:58:14.000+0000,0015a000032XfmqAAC,Target,,USD,300000,0,Data Migration AMPDS,2022-04-29T18:27:37.000+0000,Data Migration AMPDS,2022-05-24T10:42:56.000+0000
0065a0000140IJ3AAM,429 W Muhammad Ali (Christy BRown),429 W Muhammad Ali,2022-04-27T22:29:35.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T22:01:33.000+0000,0015a000032XfSJAA0,Target,,USD,100000,0,Data Migration AMPDS,2022-04-27T22:37:12.000+0000,Data Migration AMPDS,2022-05-24T11:35:37.000+0000
0065a0000140IDgAAM,BluMine Health Bardstown,BluMine Health,2022-04-27T22:22:12.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T21:59:01.000+0000,0015a000032XfgHAAS,Target,,USD,25000,0,Data Migration AMPDS,2022-04-27T22:23:24.000+0000,Data Migration AMPDS,2022-05-24T11:33:56.000+0000
0065a0000140IDfAAM,Feasibility Study - Corporate HQ,MAKBE/Republic Bank Family Office,2022-04-27T22:19:37.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T21:59:01.000+0000,0015a000032XgRQAA0,Negotiation,,USD,20000,0,Data Migration AMPDS,2022-04-27T22:20:49.000+0000,Data Migration AMPDS,2022-05-24T11:33:44.000+0000
0065a0000140HpwAAE,Additional Services,George Mason University,2022-04-27T15:28:51.000+0000,Martine Combal,Data Migration AMPDS,2022-05-23T22:09:03.000+0000,0015a000030sTUYAA2,Settled,,USD,0,0,Data Migration AMPDS,2020-05-08T16:56:09.000+0000,Data Migration AMPDS,2022-05-24T11:26:41.000+0000
0065a0000140IZ8AAM,GMU Institute for Digital Innovation,George Mason University,2022-04-27T15:28:51.000+0000,Martine Combal,Data Migration AMPDS,2022-05-23T22:09:03.000+0000,0015a000030sTUYAA2,Target,,USD,350000,0,Data Migration AMPDS,2020-11-30T16:43:32.000+0000,Data Migration AMPDS,2022-05-24T11:40:18.000+0000
0065a0000140GobAAE,HQ Offices & Ctl Area,Vox Space,2022-04-26T19:27:44.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T21:21:10.000+0000,0015a000032Xh9RAAS,Target,,USD,108000,0,Data Migration AMPDS,2022-04-26T19:29:12.000+0000,Data Migration AMPDS,2022-05-24T11:10:02.000+0000
0065a0000140GaEAAU,Elite Comfort TI Landlord Oversight,"Apollo Net Lease Company, LLC",2022-04-26T17:32:27.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T21:20:40.000+0000,0015a000032XfYKAA0,Target,,USD,81288,0,Data Migration AMPDS,2022-04-26T17:34:53.000+0000,Data Migration AMPDS,2022-05-24T11:09:38.000+0000
0065a0000140Gq6AAE,Columbia Medical Practice,Columbia Medical Practice,2022-04-26T17:23:54.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T21:21:35.000+0000,0015a000032XfrOAAS,Target,,USD,0,0,Data Migration AMPDS,2022-04-26T17:26:03.000+0000,Data Migration AMPDS,2022-05-24T11:10:15.000+0000
0065a0000140GT9AAM,TFCU Furniture Management,Transportation FCU,2022-04-26T14:26:24.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T21:21:27.000+0000,0015a000032Xh3yAAC,Target,,USD,22260,0,Data Migration AMPDS,2022-04-26T14:28:13.000+0000,Data Migration AMPDS,2022-05-24T11:10:02.000+0000
0065a0000140H5FAAU,GR: Vayda,Vayda,2022-04-26T14:24:21.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T21:28:08.000+0000,0015a000032Xh8GAAS,Target,,USD,10000,0,Data Migration AMPDS,2022-04-26T14:25:13.000+0000,Data Migration AMPDS,2022-05-24T11:14:17.000+0000
0065a0000140GsFAAU,GR: Grand Rapids Soccer Stadium,City of Grand Rapids,2022-04-26T14:11:57.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T21:24:05.000+0000,0015a000032XfpZAAS,Target,,USD,10000,0,Data Migration AMPDS,2022-04-26T14:14:34.000+0000,Data Migration AMPDS,2022-05-24T11:10:56.000+0000
0065a0000140GvXAAU,GR: XN Car Wash Program - 5 car washes,City of Grand Rapids,2022-04-26T14:11:57.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T21:24:05.000+0000,0015a000032XfpZAAS,Lost,,USD,1,0,Data Migration AMPDS,2020-05-11T17:05:49.000+0000,Data Migration AMPDS,2022-05-24T11:11:44.000+0000
0065a0000140GsEAAU,GR: Grand Rapids Amphitheater,City of Grand Rapids,2022-04-26T14:11:57.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T21:24:05.000+0000,0015a000032XfpZAAS,Target,,USD,10000,0,Data Migration AMPDS,2022-04-26T14:12:46.000+0000,Data Migration AMPDS,2022-05-24T11:10:56.000+0000
0065a0000140GvWAAU,GR: BioDigester - Owner's Rep,City of Grand Rapids,2022-04-26T14:11:57.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T21:24:05.000+0000,0015a000032XfpZAAS,Lost,,USD,75000,0,Data Migration AMPDS,2020-09-15T01:25:48.000+0000,Data Migration AMPDS,2022-05-24T11:11:44.000+0000
0065a0000140GvUAAU,GR: BAMF,Bamf Health LLC,2022-04-26T14:08:48.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T21:24:05.000+0000,0015a000032XfcFAAS,Target,,USD,10000,0,Data Migration AMPDS,2022-04-26T14:09:40.000+0000,Data Migration AMPDS,2022-05-24T11:11:44.000+0000
0065a0000140Ds1AAE,Neste Houston,"Neste Oil Services, Inc.",2022-04-25T20:50:54.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T17:39:20.000+0000,0015a000032XgYfAAK,Target,,USD,0,0,Data Migration AMPDS,2022-04-25T20:53:10.000+0000,Data Migration AMPDS,2022-05-24T10:36:44.000+0000
0065a0000140DuuAAE,Calloquy Houston,Calloquy,2022-04-25T20:47:00.000+0000,Data Migration AMPDS,Chrysti Schwarz,2022-05-30T23:31:14.000+0000,0015a000032XflNAAS,Proposal,,USD,0,0,Data Migration AMPDS,2022-04-25T20:49:29.000+0000,Chrysti Schwarz,2022-05-30T23:36:00.000+0000
0065a0000140Fv6AAE,Aimbridge Hospitality-Multi-Site (MSA),Aimbridge Hospitality LLC,2022-04-25T14:35:46.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T20:49:00.000+0000,0015a000032XfVQAA0,Target,,USD,25000,0,Data Migration AMPDS,2022-04-25T14:38:50.000+0000,Data Migration AMPDS,2022-05-24T11:02:22.000+0000
0065a0000140ID4AAM,TI Fitout,Ocwen Financial Corporation,2022-04-25T12:57:16.000+0000,Data Migration AMPDS,Data Migration AMPDS,2022-05-23T21:58:48.000+0000,0015a000032XgbQAAS,Target,,USD,0,0,Data Migration AMPDS,2022-04-25T13:02:00.000+0000,Data Migration AMPDS,2022-05-24T11:33:44.000+0000
